Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Horario Ingreso Flexible	**Horario ingreso flexible ⌚**\n\nPodés **ingresar entre las 7 hs y las 9 hs**, debiendo **cumplimentar** como contrapartida, al final de cada **jornada la cantidad de horas diarias estipuladas en el convenio y/o contrato laboral.** (8 horas diarias y 9 horas diarias respectivamente incluyendo el horario de almuerzo) aplicable a personal que no está asignado a esquema de turnos u horario de trabajo extendido\n\nSi bien podes variar el horario de un día al otro, debes cumplir con el requisito de las horas y los compromisos acordados del día. No es necesario pactar de manera previa con tu superior directo.\n\n¿ Necesitas alguna otra información? 😊	Flexible2		[]	False	[]	256
Viernes Flexible	**Viernes flexible** 😉\n\nPodés **retirarte hasta 2 horas antes** de la finalización de la jornada laboral siempre que tu sector asegure el servicio como mínimo con el 50 % de la dotación (Aplicable a personal que no esté asignado a esquema de turnos u horario de trabajo extendido).\n\nLos días previos de la misma semana al día de goce del beneficio, debés compensar el tiempo en bloques de cómo mínimo de media hora. ❌No podés compensar horas antes de las 8 hs, después de las 18 hs ni durante el horario de almuerzo.\n\n✅Si el día viernes es feriado, podés gozar del beneficio el día jueves. 👌\n\n✅Si ese viernes tenés una actividad de capacitación programada para ese día, no podrás hacer uso del beneficio.\n\nTengo mas información ¿ puedo ayudarte con otro tema?	Flexible2		[]	False	[]	257
Conmemoraciones especiales	**Conmemoraciones especiales**\n\n¡Tenemos eventos especiales a lo largo del año! 😊\n\n_Obsequio por nacimiento_: Recibirás una tarjeta de regalo/ voucher por el nacimiento de tu bebé para la compra de un obsequio a libre elección. Si ambos padres son colaboradores de la compañía, se entregará uno por grupo familiar. Tenés que presentar el acta de Nacimiento en Administración de RRHH. 👶\n\n_Celebración y regalo Día del Niño_: Anualmente desarrollamos una actividad recreativa orientada a nuestros hijos con el fin de celebrar su día y/o entregamos una tarjeta de regalo/voucher a cada niño de hasta 12 años inclusive, para la compra de un obsequio a libre elección. 🎁\n\n_Celebración de Fin de Año_: A fin de cada año organizamos un brindis / evento/ fiesta, fuera del horario laboral para celebrar y compartir los logros del año. 🥂\n\n_Canasta Navideña_: Durante los días previos a la navidad, recibirás una canasta navideña con productos alusivos. 🎄\n\n_Reconocimientos a la trayectoria_: Anualmente realizamos una celebración para agasajar a nuestros compañeros que se jubilaron en el transcurso del año. La celebración se realiza en las instalaciones de la compañía, con la presencia de familiares y compañeros de trabajo. 🏆\n\n_Conmemoración por 25 años de servicio_: Anualmente celebramos a nuestros compañeros que cumplieron 25 años de antigüedad en el transcurso del año. La celebración se realiza en las instalaciones de la compañía con compañeros de trabajo. 🥇\n\n¿ Puedo ayudarte con otro tema? 👇	Beneficios2		[]	False	[]	258
Búsquedas Internas	**Búsquedas internas**\n\n¿Sabías que podés ver o postularte para las búsquedas que están disponibles en Integrar? 🤗\n\n1.  Accede a Carrera Profesional\n2.  Realizá click en Buscar Puestos 🔍\n3.  Si querés postularte a alguna búsqueda solo hace click en la que te interesa y completa los datos solicitados.\n\nAccedé a Integrar haciendo clic 👇, recordá que tenés que estar conectado a la red https://performancemanager4.successfactors.com/sf/careers/jobsearch?bplte_company=MetrogasP&_s.crb=YG4k%252fKEjG3M5%252fM4uRgd4bjS2Cue%252bO7NQqe9AeEBv8Vk%253d\n\n¿ Necesitas ayuda con otro tema? 👇	RRHH4		[]	False	[]	259
Formación	**Formación**\n\nDispones de varias oportunidades de formación para potenciar competencias y conocimientos relacionados a tu tarea.\n\nTenemos 3 modalidades de cursos:\n\n1.  Curso con material on line: si hacés clic en cursos, directamente al seleccionar _Iniciar,_ el curso ya lo tendrás asignado.\n2.  Cursos con calendarios: podes elegir la fecha para anotarte.\n3.  Cursos con aprobación del área de Formación: en Integrar figuran como _Asignarme_ y tu participación estará sujeta a la aprobación del área de Formación.\n\nAccedé [aquí](https://performancemanager4.successfactors.com/sf/careers/jobsearch?bplte_company=MetrogasP&_s.crb=YG4k%252fKEjG3M5%252fM4uRgd4bjS2Cue%252bO7NQqe9AeEBv8Vk%253d) para inscribirte en las actividades, recordá que tenés que estar conectado a la red \n\nSelecciona la opción para obtener mas información: 👇	RRHHInscripcion		[]	False	[]	260
Mis cursos pendientes	**Mis Cursos pendientes**\n\nRevisá los cursos que tenés pendientes directamente desde Integrar, accedé a la página de Inicio en la Lista de Tareas, o bien podés ingresar a Formación del menú inicial y verlos desde ahí.\n\nAccedé [aquí](https://metrog.plateau.com/learning/user/deeplink.do?OWASP_CSRFTOKEN=2VZZ-30PA-UDNF-W3OC-9J0B-DVPT-L6C0-U5KQ&linkId=HOME_PAGE&fromSF=Y) para inscribirte en las actividades, recordá que tenés que estar conectado a la red\n\n¿Necesitas realizar otra consulta?	RRHHFormacion		[]	False	[]	261
Ganancias	**Ganancias**\n\n💰Es un impuesto anual, que se va calculando mensualmente en base a las remuneraciones percibidas y a las deducciones generales y personales declaradas.\n\nLas remuneraciones percibidas incluyen sueldo, antigüedad, turnos, horarios extendido, horas extras, gratificaciones, etc.\n\nPara que podamos tomarte las deducciones tenés que declararlas vía Siradig – sitio web de la Afip - y podes hacerlo hasta el 15 de cada mes.\n\nLas presentaciones realizadas después de esa fecha, se considerarán para la liquidación del mes siguiente. Accedé haciendo clic [aquí](https://www.afip.gob.ar/572web/)\n\nPuedo ayudarte comentarte las deducciones disponibles, elegí la opción que te interesa:	Ganancias		[]	False	[]	262
Estímulo estudiante ingeniería	**Estímulo estudiante ingeniería**\n\nEste beneficio está destinado a personal efectivo con una antigüedad mínima de seis meses, que esté cursando la carrera de Ingeniería y con primer año de la carrera aprobado.\n\nTe sugiero que contactes al responsable al área de Gestión de Talento, Cambio y Cultura  para tener más información.\n\n¿Necesitas ayuda con otro tema?	RRHH4		[]	False	[]	263
Acuerdo con Universidades	**Acuerdo con universidades**🏟\n\n¿Sabías que podés tener descuentos en cursos, carreras y posgrados, para vos y tu familia?\n\nMencioná que sos colaborador@ de MetroGAS al inscribirte en actividades para obtener los descuentos. \n\n**➡UCES:** 10 % en carrera y 15 % en posgrados\n\n**➡Belgrano:** 20 % en cursos, carreras y diplomaturas\n\n**➡ITBA:** 15 % en programas y cursos\n\n**➡Austral:** 20 % en posgrados y cursos\n\n**➡UCH:** 20 % en todos los cursos\n\n**➡EAN:** 50 % matrícula, 20 % en primer año en todas las carreras\n\n**➡UCEMA**: 20 % en programas, carreras y posgrados\n\n**➡CUI:** 15 % en cursos de idiomas\n\n**➡BIZ (Educación IT):** 25 % en cursos, carreras, bootcamps y programas\n\nSi necesitas mayor información, comunícate por teams con @Formación\n\n¡Potenciate! 💪💪¿En qué otros temas puedo ayudarte? 🙂	Beneficios2		[]	False	[]	264
Planes y coberturas	**Planes y coberturas**\n\nAccedé a la página haciendo clic [aquí](https://www.swissmedical.com.ar/prepagaclientes/) o app de Swiss Medical para obtener detalles de tu plan y cobertura médica. Tené en cuenta que, previamente, debes estar registrado.\n\n.\n\nSeguimos 👌 ¿puedo ayudarte con otro tema?	PrestadoraMedica2		[]	False	[]	265
Alta o modificación familiar	**Prestadora médica - Alta o modificación familiar**\n\nPodes gestionar el alta o modificación de un integrante de tu **grupo familiar primario directo** en el plan de la prestadora médica Te puedo ayudar con la documentación requerida para cada familiar. Elegí y te cuento:	AMFamiliar		[]	False	[]	266
Baja familiar prestadora médica	**Baja familiar prestadora médica**\n\nPodes gestionar la baja de un integrante de tu grupo familiar en la obra social  y prestadora médica enviando un mail 📧´[prestadoramedica@metrogas.com.ar](mailto:prestadoramedica@metrogas.com.ar) con la siguiente información.\n\n➡DNI y Nombre del Familiar\n\n➡Motivo de Baja y documentación que la respalde, de ser necesario (Acta de divorcio, Certificado de defunción, certificado de disolución de concubinato)\n\n¿Puedo ayudarte con otro tema?	PrestadoraMedica2		[]	False	[]	267
Credencial digital	**Credencial digital**\n\nActivá tu credencial digital 📱 y las de tu grupo familiar primario para  tenerlas siempre a mano. 🖐 Podés acceder a los servicios que te ofrece tu plan presentándola en todo tipo de consultas y farmacias de tu cartilla.\n\nEncontrala en tu app Swiss Medical Mobile. Si no la tenés instalada, mirá el instructivo para instalarla y utilizarla haciendo clic aquí: [https://www.swissmedical.com.ar/prepagaclientes/credencialDigital](https://www.swissmedical.com.ar/prepagaclientes/credencialDigital)\n\nUna vez activada, desde _Mis credenciales,_ podrás visualizar tu credencial y las de tus familiares y. acceder dentro o fuera de la aplicación, sin estar loggeado. Tiene alcance nacional y podés compartirla si necesitas que otra persona te compre medicamentos o acompañe a tus hij@s al médico\n\nSi perdiste  el celu, no te preocupes!  ☹  podés gestionar una credencial provisoria por 30 días haciendo clic [aquí](https://www.swissmedical.com.ar/prepagaclientes/) y luego ingresá a _Trámites Administrativos / Credenciales / Credencial Provisoria_.\n\n¿Puedo ayudarte con otro tema? 👇	PrestadoraMedica2		[]	False	[]	268
Adherentes	**Adherentes**\n\nPodes incluir, con un costo a tu cargo💲, a los siguientes integrantes de tu grupo familiar directo en un plan de adherentes de Swiss Medical:\n\n*   ➡Hij@s mayores de 21 que trabajan y/o no estudien\n*   ➡Hij@s a partir de los 26 años hasta los 39 años inclusive\n*   ➡Cónyuge/Conviviente que no unifica\n\nTe sugiero que contactes por teams a @prestadorasmedicas para obtener mayor información.\n\n¿En que otro tema te interesa mi ayuda? 👇	PrestadoraMedica2		[]	False	[]	269
Unificación de aportes	**Unificación de aportes**\n\nSi tu cónyuge o conviviente trabaja y quiere ingresar al beneficio de la prestadora médica que te da la empresa, podés realizarlo unificando los aportes de su obra social con la tuya.\n\nAccedé al sharepoint (hace clic acá) para conocer la documentación que tenés que enviar por mail a prestadoramedica@metrogas.com.ar\n\n¿Tenés alguna otra consulta?	PrestadoraMedica2		[]	False	[]	270
Unificación aportes	**Unificación de aportes**\n\nSi tu cónyuge o conviviente trabaja y quiere ingresar al beneficio de la prestadora médica que te da la empresa, podés realizarlo unificando los aportes de su obra social con la tuya.\n\nAccedé al sharepoint (hace clic acá) para conocer la documentación que tenés que enviar por mail a prestadoramedica@metrogas.com.ar\n\n¿Tenés alguna otra consulta?	PrestadoraMedica2		[]	False	[]	270
Canal exclusivo Consultas	**Canal exclusivo consultas**\n\n¿Sabías que hay un **canal exclusivo de Swiss Medical** dónde un ejecutivo atiende consultas sobre alcances de la prestación de salud, reintegros, credenciales, medicación, etc ?\n\nPodes enviar un mail 📧 a [consultasswissmedical@metrogas.com.ar](mailto:consultasswissmedical@metrogas.com.ar) y te responderá dentro de las 72 horas hábiles siguientes.\n\nGenial, continuamos ¿tenés alguna otra consulta?	PrestadoraMedica2		[]	False	[]	271
Maternidad	**Maternidad**\n\n¡Felicitaciones! 😊\n\nSi estás embarazada, como primer paso, tenés que pedirle un certificado médico 📝 a tu obstetra con la “fecha probable de parto” para entregar en el área de Salud Ocupacional.\n\nLa licencia por maternidad tiene una **duración de 90 días corridos** a contar a partir de los 30 días anteriores a la fecha indicada en el certificado. Salud Ocupacional cargará los días de licencia en Integrar. Si hubiera alguna modificación en la fecha de parto tenés que avisar a Salud Ocupacional.\n\nDurante la licencia, la ANSES te paga a una prestación por maternidad (una de las asignaciones familiares previstas), que equivale al sueldo que cobras de manera habitual.\n\nTe sugiero te contactes por teams con @Administración RRHH o envíes un mail [administracionrrhh@metrogas.com.ar](mailto:administracionrrhh@metrogas.com.ar) para que te guíen con el trámite en la ANSES ya que debes realizarlo personalmente acercándote a una de sus oficinas. ❗ Es importante que lo hagas con bastante anticipación (a partir del 3er mes) 📅 ya que tenés que presentar el certificado médico informando el embarazo y un conjunto de documentación que te entregará el área de Administración y Nómina.📚\n\n¿En qué otros temas puedo ayudarte? 😊	Otras Licencias2		[]	False	[]	272
Excedencia	**Excedencia**\n\nSi tuviste a tu bebé 👶 y **estás de licencia por maternidad** podrás optar, **antes de finalizar la licencia**, solicitar la excedencia por un período no inferior a 1 mes ni superior a 6 meses.\n\nTenés que solicitar los días de excedencia a tu superior directo mediante autogestión en Integrar, a través de “Mi Perfil, Ausentismo“.  \n\nAccedé a Integrar haciendo clic [aquí](https://performancemanager4.successfactors.com/xi/ui/peopleprofile/pages/index.xhtml?bplte_company=MetrogasP&_s.crb=USf13NG0%252bj62ZnX9L2dNnN4%252f71eOOHJbdykq%252bvfHrrU%253d%20%20)❗ recordá que tenés que estar conectado a la red\n\nLa licencia de excedencia es un periodo de tiempo sin goce de sueldo -no percibe remuneración ni asignación-, que la mujer trabajadora tiene derecho solicitar luego de finalizada la licencia por maternidad de 90 días. Esta licencia te permite atender con mayor dedicación a tu bebé los primeros meses de vida.\n\n¿Te interesa que te ayude con otro tema?	Otras Licencias2		[]	False	[]	273
Salud Ocupacional	**Salud Ocupacional**\n\nTe puedo ayudar con los siguientes temas. Elegí uno 👇y te cuento en detalle:	SaludOcupacional		[]	False	[]	274
Enfermedad - Salud Ocupacional	**Enfermedad**\n\n¿Te sentís mal? 🤒\n\nTenés que informar a tu superior directo y al área de Salud Ocupacional (4309-1694) dentro de las 3 primeras horas laborales y luego enviar un mail 📧 a [saludocupacional@metrogas.com.ar](mailto:saludocupacional@metrogas.com.ar) con el certificado médico que acredite el estado de enfermedad.\n\n¿Puedo ayudarte con otro tema?	SaludOcupacional2		[]	False	[]	275
Licencia familiar enfermo	**Licencia familiar enfermo**\n\nSi tenés que cuidar un familiar directo (cónyuge, hijos y padres) que está a tu cargo y está cursando una enfermedad grave, operado o internado,\n\n➡debés informarlo a tu superior directo y al área de Salud Ocupacional dentro de las primeras 3 horas\n\n➡justificarlo fehacientemente a Salud Ocupacional enviando un mail con el certificado médico.\n\nSalud Ocupacional analizará la factibilidad de otorgar licencia con goce de haberes, según el siguiente criterio: Recursos Humanos, junto con la línea de Dirección, analizará la situación particular de cada caso, la composición familiar, el tipo de enfermedad y gravedad que reviste y decidirá la aplicación o no de la licencia, como así también el tiempo de duración.\n\nLa decisión respecto del otorgamiento de la licencia será de resorte exclusivo de la Empresa.\n\nMe interesa poder ayudarte 😉 ¿Te interesa otra tema?	SaludOcupacional2		[]	False	[]	276
Vacunación antigripal	**Vacunación antigripal**\n\n¿Sabés que podés aplicarte la vacuna antigripal en la empresa? 💉\n\nDurante el mes de abril de cada año, el área de Salud Ocupacional informa los lugares de aplicación (bases operativas, oficinas comerciales y edificio central) y las fechas planificadas de asistencia a través de los medios de comunicación de la empresa.\n\n¿Tenés otro tema que te interesa? 🙂	SaludOcupacional2		[]	False	[]	277
Accidente	**Accidente**\n\nSi tuviste un accidente de trabajo durante la jornada laboral o en intinere (trayecto desde tu casa al trabajo o viceversa), **SIEMPRE** ❗  tenés que avisar a tu superior directo, la ART y al área de Salud Ocupacional (4309-1694)\n\n➡ Galeno ART:  ante accidente laboral 0-800-333-1400 \n\n¿Tenés otro tema de interés?	SaludOcupacional2		[]	False	[]	278
Área Protegida	**Área protegida**\n\n¿Sabías que contamos con Área protegida en las instalaciones de la empresa? 🚑\n\nAnte una situación de emergencia y urgencia de salud que suceda a una persona (emplead@s, proveedores, visitas, clientes, etc) en nuestras instalaciones contáctate con:\n\n➡ Salud Ocupacional (celular 11-3301-4139)\n\n➡ Ecco Área Protegida: 0-810-888-3226\n\n¿Puedo ayudarte con otro tema? 🙂	SaludOcupacional2		[]	False	[]	279
Días de vacaciones - 1	**Días de vacaciones 📅**\n\nLos días de vacaciones se calculan en días corridos en función de tu antigüedad al 31/12 de cada año:\n\n✅Menos de 5 años: 14 días corridos.\n\n✅De 5 a 10 años: 21 días corridos.\n\n✅Mayor a 10 años a 20 años: 28 días corridos.\n\n✅Mayor a 20 años: 35 días corridos.\n\nSi tu antigüedad es inferior a un año y trabajaste durante la mitad de los días hábiles del año, te corresponden 14 días corridos; caso contrario, se computa 1 día cada 20 días efectivos de trabajo.\n\n**Para facilitar que puedas tomarte las vacaciones**, **transformamos los días corridos (según ley) a días laborables (hábiles**) según tu esquema de horarios y/o turno de trabajo. En todos los casos las vacaciones podrán comenzar cualquier día de la semana.\n\nLos días del nuevo periodo se generan automáticamente el 01/10 de cada año y podrás tomar vacaciones desde el 01/10 hasta el 31/12 del año siguiente.\n\nMe encanta poder ayudarte. 🙂 ¿Te interesa conocer de otro tema?	Vacaciones2		[]	False	[]	280
Gozar vacaciones	**Tomar días**\n\nPodrás planificarlas con anticipación con tu superior directo para una mejor organización en tu área y luego, solicitar los días a tu superior directo mediante autogestión en Integrar, a través de “Mi Perfil, Ausentismo” y/o el referente de RRHH de tu sector. Ahí mismo, podes consultar el saldo pendiente.\n\nAccedé a Integrar haciendo clic aquí, 👉 [https://performancemanager4.successfactors.com/xi/ui/peopleprofile/pages/index.xhtml?bplte_company=MetrogasP&_s.crb=hbzLs%252fdNbu%252fS42kjp09hP%252ffMIIKYuM3z1C8DLyLEHLE%253d](https://performancemanager4.successfactors.com/xi/ui/peopleprofile/pages/index.xhtml?bplte_company=MetrogasP&_s.crb=hbzLs%252fdNbu%252fS42kjp09hP%252ffMIIKYuM3z1C8DLyLEHLE%253d)  ❗ recordá que tenés que estar conectado a la red, \n\nGenial, ¿Tenés alguna otra consulta que necesitas ayuda? 🙂	Vacaciones2		[]	False	[]	281
Tomar dias	**Tomar días**\n\nPodrás planificarlas con anticipación con tu superior directo para una mejor organización en tu área y luego, solicitar los días a tu superior directo mediante autogestión en Integrar, a través de “Mi Perfil, Ausentismo” y/o el referente de RRHH de tu sector. Ahí mismo, podes consultar el saldo pendiente.\n\nAccedé a Integrar haciendo clic aquí, 👉 [https://performancemanager4.successfactors.com/xi/ui/peopleprofile/pages/index.xhtml?bplte_company=MetrogasP&_s.crb=hbzLs%252fdNbu%252fS42kjp09hP%252ffMIIKYuM3z1C8DLyLEHLE%253d](https://performancemanager4.successfactors.com/xi/ui/peopleprofile/pages/index.xhtml?bplte_company=MetrogasP&_s.crb=hbzLs%252fdNbu%252fS42kjp09hP%252ffMIIKYuM3z1C8DLyLEHLE%253d)  ❗ recordá que tenés que estar conectado a la red, \n\nGenial, ¿Tenés alguna otra consulta que necesitas ayuda? 🙂	Vacaciones2		[]	False	[]	281
Pago de vacaciones	**Pago de vacaciones 💰**\n\nEl **plus vacaciones** lo cobras **en el mes de octubre** junto con los haberes del mes por la totalidad de los días corridos según tu antigüedad.\n\nPodés solicitar un anticipo de vacaciones a tu supervisor directo previo a la salida de tus días de vacaciones, mediante autogestión en Integrar, a través de la sección “Solicitudes”. También podrás consultar su seguimiento.\n\nAccedé a Integrar haciendo clic [aquí](https://performancemanager4.successfactors.com/xi/ui/peopleprofile/pages/index.xhtml?bplte_company=MetrogasP&_s.crb=rkQ8w%252buPaZXesMZHeRNDY4mgP0vOpp2H%252bvC9GEmTdlU%253d) 👉\n\nrecordá que tenés que estar conectado a la red\n\nSeguimos avanzando ¿Puedo ayudarte con otro tema? 😊	Vacaciones2		[]	False	[]	282
Deducciones personales	**Deducciones personales**\n\nLas deducciones personales son los importes en concepto de ganancia mínima no imponible, cargas de familia y deducción especial.\n\nAccedé a la página de la Afip para obtener los valores actualizados haciendo clic [aquí](https://www.afip.gob.ar/gananciasYBienes/ganancias/sujetos/empleados-y-jubilados/deducciones-personales.asp)\n\n¿Puedo ayudarte con otros temas?	Ganancias2		[]	False	[]	283
Deducciones generales	**Deducciones generales**\n\nPodes deducir de la ganancia del año fiscal con las limitaciones establecidas en la Ley de Impuesto a las Ganancias algunos de los siguientes conceptos\n\n➡Cuotas médicas asistenciales\n\n➡Primas de seguros en caso de muerte\n\n➡Donaciones\n\n➡Intereses por préstamos hipotecarios\n\n➡Gastos de sepelio\n\n➡Alquileres\n\n➡Remuneración y contribuciones del personal doméstico\n\n➡Planes de seguros de retiro privados\n\n➡Honorarios de servicios de asistencia sanitaria, médica y paramédica\n\nAccedé a la página de la Afip para obtener mayor información y los valores actualizados haciendo clic [aquí](https://www.afip.gob.ar/gananciasYBienes/ganancias/sujetos/empleados-y-jubilados/deducciones-generales.asp%0d)\n\n¿Necesitas información de otro tema ?	Ganancias2		[]	False	[]	284
Conyuge/Conviviente - Prestadora medica	**Cónyuge/Conviviente**\n\nEnviá un mail 📧 a [prestadoramedica@metrogas.com.ar](mailto:prestadoramedica@metrogas.com.ar) adjuntando la siguiente **documentación** **obligatoria excluyente:**\n\n*   ➡Copia de acta de Matrimonio\n*   ➡Copia de certificado de Concubinato\n*   ➡Copia de certificado de Convivencia\n*   ➡Copia de certificado de Unión Civil\n*   ➡Si trabaja, es requisito excluyente realizar la unificación de aportes\n\n¿Seguimos con otros temas? 😊	AMFamiliar2		[]	False	[]	285
Hijos - Prestadora medica	**Hij@s**\n\nEnviá un mail 📧 a [prestadoramedica@metrogas.com.ar](mailto:prestadoramedica@metrogas.com.ar) adjuntando la siguiente **documentación** **obligatoria excluyente:**\n\n➡Copia del Acta de Nacimiento\n\n✅En caso de hij@s mayores de 21 años o discapacitados:\n\n✅A partir de 21 años hasta los 25 años inclusive: Certificado Alumno Regular (Marzo y Diciembre) entregado por la entidad educativa que asiste el hij@\n\n✅Hij@s Discapacitad@ - sin límite de edad: Certificado Único de Discapacidad obtenido en la Agencia Nacional de Discapacidad\n\nGenial ¿puedo ayudarte con otros temas? 😊	AMFamiliar2		[]	False	[]	286
Menor bajo Guarda/Tutela - Prestadora medica	**Menor bajo Guarda/Tutela**\n\nEnviá un mail 📧 a [prestadoramedica@metrogas.com.ar](mailto:prestadoramedica@metrogas.com.ar) adjuntando la siguiente **documentación** **obligatoria excluyente:**\n\n➡Acta de Nacimiento dónde figure cónyuge/conviviente y Acta de casamiento/convivencia mayor a dos años\n\n➡Acta de tutela legal en juzgado correspondiente\n\n✅En caso de hij@s mayores de 21 años o discapacitad@s, valida la siguiente documentación:\n\n✅A partir de 21 años hasta los 25 años inclusive: Certificado alumn@ regular (Marzo y Diciembre) entregado por la entidad educativa que asiste tu hij@\n\n✅Hij@s Discapacitad@ - sin límite de edad: Certificado Único de Discapacidad obtenido en la Agencia Nacional de Discapacidad\n\nBien ¿te ayudo con otros temas? 😊	AMFamiliar2		[]	False	[]	287
Padre/Madre - Prestadora medica	**Padre/Madre**\n\nEnviá un mail 📧 a [prestadoramedica@metrogas.com.ar](mailto:prestadoramedica@metrogas.com.ar) adjuntando la siguiente **documentación** **obligatoria excluyente:**\n\n➡Menor de 60 años: Certificado de discapacidad o Curatela e Información Sumaria Judicial\n\n➡Mayor de 60 años: sin obra social vigente e Información sumaria judicial\n\nCertificado de discapacidad: Haciendo clic [aquí](https://www.argentina.gob.ar/como-obtener-el-certificado-%C3%BAnico-de-discapacidad-cud) podes consultar los pasos para obtenerlo\n\nCODEM (Código de Empadronamiento): hace clic [aquí](https://www.anses.gob.ar/consulta/obra-social-CODEM) para obtenerlo en la página del ANSES , si tenes que vincular a un familiar, te sugiero consultar elr instructivo.\n\nSúper, ¿seguimos con otros temas?	AMFamiliar2		[]	False	[]	288
Chequeos Médicos	**Chequeos Médicos**\n\n🧪Una vez al año podés realizarte chequeos médicos de rutina coordinados en la empresa.\n\nEl área de Salud Ocupacional coordina y comunica la fecha a través de los medios de Comunicación Interna.\n\n¿Puedo ayudarte con otro tema?	SaludOcupacional2		[]	False	[]	289
